Drug Name,Price (Dhs),Usage
Di Indo 50 Mg Suppositoire,48.6,"Elles procèdent de l'activité anti-inflammatoire de l'indométacine, de l'importance des manifestations d'intolérance auxquelles le médicament donne lieu et de sa place dans l'éventail des produits anti-inflammatoires actuellement disponibles. ; Elles sont limitées, chez l'adulte (plus de 15 ans), au : ; # traitement symptomatique au long cours: ; - des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante, ; - de certaines arthroses invalidantes et douloureuses; ; # traitement symptomatique de courte durée des poussées aiguës de: ; - rhumatismes abarticulaires (péri-arthrites scapulo-humérale, tendinites, bursites), ; - arthrites microcristallines, ; - radiculalgies sévères, ; - arthroses."
Diabalex 60 Mg Lm Comprime,38.0,"Diabète non insulino-dépendant (de type 2) lorsqu'un régime diététique, de l'exercice physique et une réduction pondérale sont insuffisants."
Diaformine 1000 Mg Comprime,21.0,"Traitement du diabète de type 2, notamment chez les patients en excès pondéral, lorsque le régime alimentaire et l'activité physique ne suffisent pas à normaliser la glycémie. Glucophage peut être utilisé en monothérapie ou en association avec d'autres antidiabétiques oraux ou de l'insuline. ; En complément d'une insulinothérapie de diabète de type 1, notamment en présence d'une résistance secondaire à l'insuline, lorsqu'un traitement par l'insuline ne permet pas de contrôler suffisamment la glycémie."
Diaformine850 Mg Comprime,18.0,"Traitement du diabète de type 2, notamment chez les patients en excès pondéral, lorsque le régime alimentaire et l'activité physique ne suffisent pas à normaliser la glycémie. Glucophage peut être utilisé en monothérapie ou en association avec d'autres antidiabétiques oraux ou de l'insuline. ; En complément d'une insulinothérapie de diabète de type 1, notamment en présence d'une résistance secondaire à l'insuline, lorsqu'un traitement par l'insuline ne permet pas de contrôler suffisamment la glycémie."
Diamicron 30 Mg Lm Comprime,54.3,"Diabète non insulino-dépendant (de type 2) lorsqu'un régime diététique, de l'exercice physique et une réduction pondérale sont insuffisants."
Diamicron 30 Mg Lm Comprime 2,89.0,"Diabète non insulino-dépendant (de type 2) lorsqu'un régime diététique, de l'exercice physique et une réduction pondérale sont insuffisants."
Diamicron 60Mg Comprime,78.7,"Diabète non insulino-dépendant (de type 2) lorsqu'un régime diététique, de l'exercice physique et une réduction pondérale sont insuffisants."
Diamicron 60Mg Comprimes 2,44.7,"Diabète non insulino-dépendant (de type 2) lorsqu'un régime diététique, de l'exercice physique et une réduction pondérale sont insuffisants."
Diamox 250 Mg Comprime,17.7,"- Traitement des hypertonies oculaires non jugulables par un traitement topique. ; - Traitement de certaines alcaloses métaboliques, en particulier au cours des décompensations des insuffisances respiratoires chroniques, nécessitant le recours à la ventilation mécanique. ; - Traitement symptomatique du mal des montagnes."
Diane Comprime,48.7,"Traitement de l’acné modérée à sévère liée à une sensibilité aux androgènes (associée ou non à une séborrhée) et/ou de l’hirsutisme, chez les femmes en âge de procréer. ; Pour le traitement de l’acné, DIANE 35 microgrammes, comprimé enrobé doit être utilisé uniquement après échec d’un traitement topique ou de traitements antibiotiques systémiques. ; Dans la mesure où DIANE 35 microgrammes, comprimé enrobé est également un contraceptif hormonal, il ne doit pas être utilisé en association avec d’autres contraceptifs hormonaux."
Diarit Poudre En Sachet,11.5,Rehydratation
Diaster 04 Mg Comprime,32.4,- Formes aigües du purpura thrombopénique idiopathique. ; - ERYTHROBLASTOPENIE ; - érythroblastopénie chronique de l'adulte et de l'enfant. ; - Syndrome néphrotique à lésions glomérulaires minimes.
Dicarvel 25 Mg Comprime Secable,88.1,"Traitement de l'insuffisance cardiaque chronique stable, légère, modérée et sévère (fraction d'éjection ≤ 35%), en association avec le traitement conventionnel comportant inhibiteur de l'enzyme de conversion, diurétique et, le plus souvent, digitalique. ; - Dans un programme d'études cliniques, chez des patients en insuffisance cardiaque légère à modérée, le carvédilol a permis de réduire la mortalité à 6 mois de 50%, IC 95% [33% - 75%]. ; - Dans l'étude COPERNICUS menée chez des patients en insuffisance cardiaque sévère non décompensée, le carvédilol a permis de réduire la mortalité à 1 an de 35%, IC 95% [19% - 48%]."
Dicarvel 6 25 Mg Comprime Secable,43.8,"Traitement de l'insuffisance cardiaque chronique stable, légère, modérée et sévère (fraction d'éjection ≤ 35%), en association avec le traitement conventionnel comportant inhibiteur de l'enzyme de conversion, diurétique et, le plus souvent, digitalique. ; - Dans un programme d'études cliniques, chez des patients en insuffisance cardiaque légère à modérée, le carvédilol a permis de réduire la mortalité à 6 mois de 50%, IC 95% [33% - 75%]. ; - Dans l'étude COPERNICUS menée chez des patients en insuffisance cardiaque sévère non décompensée, le carvédilol a permis de réduire la mortalité à 1 an de 35%, IC 95% [19% - 48%]."
Dicetel 100 Mg Comprime,114.3,"Traitement symptomatique des douleurs, des troubles du transit et de l'inconfort intestinal liés aux troubles fonctionnels intestinaux ;"
Diclo Pharma 5 100 Mg Suppositoire,25.7,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Diclo Pharma 5 50 Mg Comprime,29.1,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Diclo Pharma 5 75 Mg3 Ml Ampoule Injectable,39.1,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Diclo Pharma 5 75 Mg3 Ml Ampoule Injectable 2,14.0,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Diclo Pharma 5 Retard 100 Mg Comprime,57.8,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Dicloced 1Mgml Collyre,63.5,· Inhibition du myosis au cours de la chirurgie de la cataracte. ; · Prévention des manifestations inflammatoires liées aux interventions chirurgicales de la cataracte et du segment antérieur de l'œil. ; · Traitement des manifestations douloureuses oculaires liées à la kératectomie photoréfractive au cours des 24 premières heures post-opératoires.
Diclomax 25 Mg Comprime Gr,16.8,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Diclomax 50 Mg Comprime Gr,26.4,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Diclomax Lp 100 Mg Gelule,28.8,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Diclomax Lp 75 Mg Gelule,47.7,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Dicynone 250 Mg 2Ml Solution Injectable,31.6,"Proposé: ; En médecine dans le traitement des: ; · saignements par fragilité capillaire, ; · ménorragies sans cause organique décelable, ; Et en chirurgie générale ou spécialisée (O.R.L, ophtalmologie, gynécologie) pour: ; Diminuer les pertes sanguines au cours des interventions chirurgicales, en particulier hémorragies en nappe, malades sous anti-coagulants."
Dicynone 250 Mg Comprime,34.3,"Proposé: ; En médecine dans le traitement des: ; · saignements par fragilité capillaire, ; · ménorragies sans cause organique décelable, ; Et en chirurgie générale ou spécialisée (O.R.L, ophtalmologie, gynécologie) pour: ; Diminuer les pertes sanguines au cours des interventions chirurgicales, en particulier hémorragies en nappe, malades sous anti-coagulants."
Dicynone 500 Mg Comprime,53.3,"Proposé: ; En médecine dans le traitement des: ; · saignements par fragilité capillaire, ; · ménorragies sans cause organique décelable, ; Et en chirurgie générale ou spécialisée (O.R.L, ophtalmologie, gynécologie) pour: ; Diminuer les pertes sanguines au cours des interventions chirurgicales, en particulier hémorragies en nappe, malades sous anti-coagulants."
Dienille 2Mg003Mg Comprime Pellicule,67.3,Contraception orale
Difal 100 Mg Suppositoire,30.3,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Difal 25 Mg Comprime,23.2,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Difal 25 Mg Suppositoire,11.1,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Difal 50 Mg Comprime,41.3,"Elles procèdent de l’activité anti-inflammatoire du diclofénac, de l’importance des manifestations d’intolérance auxquelles le médicament donne lieu et de sa place dans l’éventail des produits anti-inflammatoires actuellement disponibles. ; • CHEZ L’ADULTE ET L’ENFANT A PARTIR DE 15 ANS, elles sont limitées au : ; o Traitement symptomatique au long cours : ; § des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, spondylarthrite ankylosante ou syndromes apparentés tels que le syndrome de Fiessinger-Leroy-Reiter, et rhumatisme psoriasique ; ; § de certaines arthroses douloureuses et invalidantes. ; o Traitement symptomatique de courte durée des poussées aiguës de : ; § rhumatismes abarticulaires (épaules douloureuses aiguës, tendinites, bursites), ; § arthrites microcristallines, ; § arthroses, ; § lombalgies, radiculalgies sévères."
Difal Gel A 2,17.1,"Chez l’adulte (à partir de 15 ans) : ; - Traitement local de courte durée en cas de traumatisme bénin: entorse (foulure), contusion ; ; - Traitement local d’appoint des douleurs d’origine musculaire et tendino-ligamentaire ; ; - Traitement symptomatique des poussées douloureuses de l’arthrose, après au moins un avis médical."
Difal Gel A 2 2,35.7,"Chez l’adulte (à partir de 15 ans) : ; - Traitement local de courte durée en cas de traumatisme bénin: entorse (foulure), contusion ; ; - Traitement local d’appoint des douleurs d’origine musculaire et tendino-ligamentaire ; ; - Traitement symptomatique des poussées douloureuses de l’arthrose, après au moins un avis médical."
Differine 0001 Creme,67.8,"Acné de sévérité moyenne, particulièrement indiqué dans l’acné rétentionnelle."
Differine 0001 Gel,61.7,"Acné de sévérité moyenne, particulièrement indiqué dans l’acné rétentionnelle."
Diflaconucan 150 Mg Gelule,53.7,"Candidoses des muqueuses. Celles-ci comprennent l'infection de l'oropharynx et de l'œsophage ainsi que les candidoses mucocutanées et les candidoses buccales atrophiques chroniques (irritation chez les porteurs de prothèse dentaire). ; Aussi bien les patients sans affections associées que les patients immunodéficients peuvent être traités. ; Candidose vaginale aiguë ou récidivante. ; Prophylaxie des infections à Candida chez les patients atteints de tumeurs malignes et prédisposés à ce type d'infections en raison d'une chimiothérapie anticancéreuse ou d'une radiothérapie. ; Dermatomycoses, y compris Tinea pedis, Tinea corporis, Tinea cruris, infections cutanées à Candida ainsi que Pityriasis versicolor. ; L'utilisation dans le traitement de l'onychomycose n'est pas documentée cliniquement. ; Candidémie. ; Cryptococcose méningée et prophylaxie des récidives de cette maladie chez les patients sidéens. Chez certains patients atteints de cryptococcose méningée, l'effet antifongique du fluconazole se développe plus lentement que celui de l'amphotéricine B ou de l'association d'amphotéricine B et de flucytosine, mais il n'existe cependant pas de différence significative par rapport au taux de guérison. ; Le fluconazole peut également être utilisé pour traiter d'autres cryptococcoses (par exemple pulmonaire ou cutanée). ; Les patients sans maladies associées, les patients sidéens, les transplantés et les autres patients immunosupprimés peuvent également être traités par fluconazole. ; Le fluconazole ne doit pas être utilisé pour le traitement de la teigne (tinea capitis) chez l'enfant et l'adolescent."
Diflaconucan 150 Mg Gelule 2,176.3,"Candidoses des muqueuses. Celles-ci comprennent l'infection de l'oropharynx et de l'œsophage ainsi que les candidoses mucocutanées et les candidoses buccales atrophiques chroniques (irritation chez les porteurs de prothèse dentaire). ; Aussi bien les patients sans affections associées que les patients immunodéficients peuvent être traités. ; Candidose vaginale aiguë ou récidivante. ; Prophylaxie des infections à Candida chez les patients atteints de tumeurs malignes et prédisposés à ce type d'infections en raison d'une chimiothérapie anticancéreuse ou d'une radiothérapie. ; Dermatomycoses, y compris Tinea pedis, Tinea corporis, Tinea cruris, infections cutanées à Candida ainsi que Pityriasis versicolor. ; L'utilisation dans le traitement de l'onychomycose n'est pas documentée cliniquement. ; Candidémie. ; Cryptococcose méningée et prophylaxie des récidives de cette maladie chez les patients sidéens. Chez certains patients atteints de cryptococcose méningée, l'effet antifongique du fluconazole se développe plus lentement que celui de l'amphotéricine B ou de l'association d'amphotéricine B et de flucytosine, mais il n'existe cependant pas de différence significative par rapport au taux de guérison. ; Le fluconazole peut également être utilisé pour traiter d'autres cryptococcoses (par exemple pulmonaire ou cutanée). ; Les patients sans maladies associées, les patients sidéens, les transplantés et les autres patients immunosupprimés peuvent également être traités par fluconazole. ; Le fluconazole ne doit pas être utilisé pour le traitement de la teigne (tinea capitis) chez l'enfant et l'adolescent."
Diflaconucan 50 Mg Gelule,148.4,"Candidoses des muqueuses. Celles-ci comprennent l'infection de l'oropharynx et de l'œsophage ainsi que les candidoses mucocutanées et les candidoses buccales atrophiques chroniques (irritation chez les porteurs de prothèse dentaire). ; Aussi bien les patients sans affections associées que les patients immunodéficients peuvent être traités. ; Candidose vaginale aiguë ou récidivante. ; Prophylaxie des infections à Candida chez les patients atteints de tumeurs malignes et prédisposés à ce type d'infections en raison d'une chimiothérapie anticancéreuse ou d'une radiothérapie. ; Dermatomycoses, y compris Tinea pedis, Tinea corporis, Tinea cruris, infections cutanées à Candida ainsi que Pityriasis versicolor. ; L'utilisation dans le traitement de l'onychomycose n'est pas documentée cliniquement. ; Candidémie. ; Cryptococcose méningée et prophylaxie des récidives de cette maladie chez les patients sidéens. Chez certains patients atteints de cryptococcose méningée, l'effet antifongique du fluconazole se développe plus lentement que celui de l'amphotéricine B ou de l'association d'amphotéricine B et de flucytosine, mais il n'existe cependant pas de différence significative par rapport au taux de guérison. ; Le fluconazole peut également être utilisé pour traiter d'autres cryptococcoses (par exemple pulmonaire ou cutanée). ; Les patients sans maladies associées, les patients sidéens, les transplantés et les autres patients immunosupprimés peuvent également être traités par fluconazole. ; Le fluconazole ne doit pas être utilisé pour le traitement de la teigne (tinea capitis) chez l'enfant et l'adolescent."
Digervin 40 Mg Comprime,44.4,"Ulcères duodénaux et ulcères gastriques bénins : ; 40 mg de famotidine en une seule dose quotidienne prise le soir au moment du coucher. ; Syndrome de Zollinger-Ellison : ; A condition qu'il n'y ait pas eu de traitement antérieur par des médications antisécrétoires, le traitement du syndrome de Zollinger-Ellison peut débuter par l'administration de 20 mg de famotidine toutes les 6 heures (des comprimés pelliculés de famotidine sont disponibles dans ce but). Au cours du traitement, la dose sera adaptée en fonction de la sécrétion acide et de la réponse clinique du patient, jusqu'à ce que le débit d'acide soit réduit au niveau désiré (par ex., < 10 mEq/h dans l'heure précédant la prochaine dose de famotidine). Si la dose de 80 mg/jour ne suffit pas à inhiber de façon suffisante la sécrétion acide, il est recommandé d'envisager un autre traitement pour réguler la sécrétion acide, en l'absence d'expérience à long terme pour des doses journalières supérieures à 80 mg de famotidine. ; Le traitement doit être poursuivi aussi longtemps que nécessaire cliniquement. ; Les patients qui ont déjà été traités par un antagoniste des récepteurs H2 peuvent débuter directement le traitement par la famotidine avec une dose supérieure à la dose recommandée. La dose dépendra de la sévérité de l'affection et de la posologie des précédentes médications. ; Œsophagite par reflux gastro-œsophagien d'intensité faible à modérée : ; Dans le traitement de l'œsophagite par reflux gastro-œsophagien d'intensité faible à modérée, la dose recommandée est de 40 mg de famotidine deux fois par jour (soit deux comprimés pelliculés dosés à 40 mg en famotidine). ; La famotidine est éliminée essentiellement par les reins. Chez les patients insuffisants rénaux sévères avec une clairance de la créatinine inférieure à 30 mL/min, la dose quotidienne de famotidine doit être réduite de 50 %. ; La dose quotidienne de famotidine doit être également réduite de 50 % chez les patients dialysés. Famotidine doit être administré en fin de dialyse ou après la séance, car une partie de la substance active est éliminée par la dialyse."
Digestine 40 Mg Gelule,43.0,"- Prévention des nausées et vomissements retardés pouvant survenir après une chimiothérapie ; - Prévention des nausées et vomissements induits par la radiothérapie. ; - Traitement des nausées et vomissements incluant les nausées et vomissements pouvant survenir en cas de migraine ; En cas de migraine, le métoclopramide peut être pris avec des médicaments agissant sur la douleur administrés par voie orale pour augmenter l’efficacité de ces médicaments."
Digoxine Nativelle 025 Mg Comprime,25.0,- Insuffisance cardiaque. ; - troubles du rythme supraventriculaire: ralentissement ou réduction de la fibrillation auriculaire ou du flutter auriculaire.
Digoxine Nativelle 5 Solute Buvable,22.6,- Insuffisance cardiaque. ; - troubles du rythme supraventriculaire: ralentissement ou réduction de la fibrillation auriculaire ou du flutter auriculaire.
Dilatrend 25 Mg Comprime,125.0,"Traitement de l'insuffisance cardiaque chronique stable, légère, modérée et sévère (fraction d'éjection ≤ 35%), en association avec le traitement conventionnel comportant inhibiteur de l'enzyme de conversion, diurétique et, le plus souvent, digitalique. ; - Dans un programme d'études cliniques, chez des patients en insuffisance cardiaque légère à modérée, le carvédilol a permis de réduire la mortalité à 6 mois de 50%, IC 95% [33% - 75%]. ; - Dans l'étude COPERNICUS menée chez des patients en insuffisance cardiaque sévère non décompensée, le carvédilol a permis de réduire la mortalité à 1 an de 35%, IC 95% [19% - 48%]."
Dilatrend 625 Mg Comprime,71.1,"Traitement de l'insuffisance cardiaque chronique stable, légère, modérée et sévère (fraction d'éjection ≤ 35%), en association avec le traitement conventionnel comportant inhibiteur de l'enzyme de conversion, diurétique et, le plus souvent, digitalique. ; - Dans un programme d'études cliniques, chez des patients en insuffisance cardiaque légère à modérée, le carvédilol a permis de réduire la mortalité à 6 mois de 50%, IC 95% [33% - 75%]. ; - Dans l'étude COPERNICUS menée chez des patients en insuffisance cardiaque sévère non décompensée, le carvédilol a permis de réduire la mortalité à 1 an de 35%, IC 95% [19% - 48%]."
Dilovac 25 Mg Comprime,72.8,"Traitement de l'insuffisance cardiaque chronique stable, légère, modérée et sévère (fraction d'éjection ≤ 35%), en association avec le traitement conventionnel comportant inhibiteur de l'enzyme de conversion, diurétique et, le plus souvent, digitalique. ; - Dans un programme d'études cliniques, chez des patients en insuffisance cardiaque légère à modérée, le carvédilol a permis de réduire la mortalité à 6 mois de 50%, IC 95% [33% - 75%]. ; - Dans l'étude COPERNICUS menée chez des patients en insuffisance cardiaque sévère non décompensée, le carvédilol a permis de réduire la mortalité à 1 an de 35%, IC 95% [19% - 48%]."
Dilovac 6 25 Mg Comprimes,31.2,"Traitement de l'insuffisance cardiaque chronique stable, légère, modérée et sévère (fraction d'éjection ≤ 35%), en association avec le traitement conventionnel comportant inhibiteur de l'enzyme de conversion, diurétique et, le plus souvent, digitalique. ; - Dans un programme d'études cliniques, chez des patients en insuffisance cardiaque légère à modérée, le carvédilol a permis de réduire la mortalité à 6 mois de 50%, IC 95% [33% - 75%]. ; - Dans l'étude COPERNICUS menée chez des patients en insuffisance cardiaque sévère non décompensée, le carvédilol a permis de réduire la mortalité à 1 an de 35%, IC 95% [19% - 48%]."
Dilrene Lp 300 Mg Gelule,139.2,"Classe pharmacothérapeutique - Antagoniste calcique sélectif à effets cardiaques directs / dérivé de benzothiazepine. ; Diltiazem appartient à une classe de médicaments appelée les inhibiteurs calciques. Ce médicament permet une diminution du travail du cœur et une dilatation des vaisseaux sanguins. Il augmente le débit du sang dans les artères coronaires et améliore ainsi l’apport d’oxygène au cœur. ; Ce médicament est utilisé : ; · pour prévenir les crises d’angine de poitrine (angor d'effort, angor spontané dont l'angor de Prinzmetal). ; L'angine de poitrine est responsable de l’apparition d’une douleur localisée dans la poitrine qui peut irradier vers l’épaule gauche et la mâchoire. Elle est provoquée par une diminution de l'apport en sang et en oxygène au niveau du cœur. ; Ce médicament est réservé à l’adulte. Il est déconseillé de l’utiliser chez l’enfant"
Dimazol 10 Mg Comprime 2,44.8,Traitement des hyperthyroïdies chez l'adulte et l'enfant.
Diovenor 600 Mg Comprime Pellicule,124.8,"- Amélioration des symptômes en rapport avec l’insuffisance veinolymphatique : jambes lourdes, douleurs, impatiences du primo-decubitus. ; - Traitement d’appoint des troubles fonctionnels de la fragilité capillaire. ; - Traitement des signes fonctionnels liés à la crise hémorroïdaire."
Dipicor 10 Mg Comprime,75.9,Hypertension. ; Angor chronique stable. ; Angor vasospastique (syndrome de Prinzmetal).
