Nom du Médicament,URL,Image URL,Age minimal d'utilisation,Allaitement,Boîte,Classe thérapeutique,Code ATC,Composition,Conservation,Contres-indication(s),Convention de Vienne,Distributeur ou fabriquant,Dosage,Effets indésirable,Grossesse,Indication(s),Laboratoire détenteur de l'AMM dans le pays d'origine,Lien du Produit,Mises en garde,Nature du Produit,Notice en arabe,Notice en français,PPC,PPV,Particularité,Posologies et mode d'administration,Princeps,Prix hospitalier,Présentation,RCP,Risque potentiel de dépendance ou d’abus,Statut,Substance (s) psychoactive (s),Tableau,Tiers Payant
,https://medicament.ma/medicament/ferriprox-500-mg-comprime-pellicule-secable/,,,,,Chelateur de fer,V03AC02,Défériprone,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),500 MG,,,,,,,Médicament,,,,2384.00 dhs,,,Oui,2042.00 dhs,Boîte de 100,,,Commercialisé,,A,
,https://medicament.ma/medicament/fibocare-poudre/,,,,,,,Psyllium,,,,CIPLA MAROC (https://medicament.ma/laboratoire/cipla/),,,,Complément alimentaire utilisé en cas d'inconfort intestinal,,,,Complément alimentaire,,,95.00 dhs,,,,,,Boite de 300 g,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/fibrocard-lp-180-mg-gelule/,,,,,Inhibiteur calcique,C08DA01,Vérapamil,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),180 MG,,,- Traitement de l'angor sous toutes ses formes ; | - Traitement et prévention des tachycardies paroxystiques supraventriculaires ; | - Hypertension artérielle ; | - Prévention secondaire de l'infarctus du myocarde en cas de contre-indication ou d'intolérance à un traitement par bêta-bloquant et en l'absence d'insuffisance cardiaque.,,,,Médicament,,,,100.00 dhs,,,,62.50 dhs,Boîte de 30,,,Commercialisé,,A,
,https://medicament.ma/medicament/fibrocard-lp-240-mg-gelule/,,,,,Inhibiteur calcique,C08DA01,Vérapamil,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),240 MG,,,- Traitement de l'angor sous toutes ses formes ; | - Traitement et prévention des tachycardies paroxystiques supraventriculaires ; | - Hypertension artérielle ; | - Prévention secondaire de l'infarctus du myocarde en cas de contre-indication ou d'intolérance à un traitement par bêta-bloquant et en l'absence d'insuffisance cardiaque.,,,,Médicament,,,,81.00 dhs,,,,50.60 dhs,Boîte de 30,,,Commercialisé,,A,
,https://medicament.ma/medicament/fibryga-1-g-poudre-et-solvant-pour-solution-injectable-pour-perfusion/,,,,,"Antihémorragiques, fibrinogène humain",B02BB01,Fibrinogène humain,,Hypersensibilité à la substance active ou à l’un des excipients,,AMANYS PHARMA (Ex SAHAM PHARMA) (https://medicament.ma/laboratoire/saham-pharma/),1 G,,,"Traitement des épisodes de saignement et prophylaxie périopératoire chez des patients présentant une hypo- ou afibrinogènémie congénitale, avec une tendance aux saignements. | Traitement complémentaire dans la prise en charge d’une hémorragie sévère incontrôlée chez les patients présentant une hypofibrinogènémie acquise au cours d’une intervention chirurgicale.",,,,,,,,4967.00 dhs,,"La dose et la durée du traitement substitutif dépendent de la sévérité des troubles, de la localisation, de l'étendue du saignement, et de l'état clinique du patient. | La concentration (fonctionnelle) en fibrinogène doit être déterminée afin de calculer la posologie individuelle. Le nombre et la fréquence des injections doivent être adaptés à chaque patient en fonction du dosage régulier de la concentration plasmatique en fibrinogène et du suivi continu de l'état clinique du patient, et des autres traitements de substitution utilisés. | En cas d'intervention chirurgicale majeure, une surveillance étroite du traitement de substitution par des tests de coagulation est essentielle. | 1. Prophylaxie chez des patients présentant une hypo- ou afibrinogènémie congénitale avec une tendance connue aux saignements. | Pour prévenir un saignement excessif au cours de procédures chirurgicales, un traitement prophylactique est recommandé pour augmenter la concentration en fibrinogène jusqu'à 1 g/l puis de la maintenir à ce niveau jusqu'à l'obtention de l'hémostase, et au-dessus de 0,5 g/l jusqu'à guérison complète des plaies. | En cas de procédure chirurgicale ou de traitement d'un épisode de saignement, la dose doit être calculée comme suit : | Dose (mg/kg de poids corporel) = [Concentration cible (g/L) - concentration mesurée (g/L)] | 0,018 (g/L par mg/kg de poids corporel) | La posologie suivante (dose et fréquence des injections) doit être adaptée en fonction de l'état clinique du patient et des résultats des tests de laboratoire. | La demi-vie biologique du fibrinogène est de 3 à 4 jours. Ainsi, en l'absence de dégradation, un traitement répété avec le fibrinogène humain n'est habituellement pas nécessaire. Compte tenu de l'accumulation survenant en cas d'administration répétée dans un but prophylactique, la dose et la fréquence doivent être déterminées en fonction des objectifs thérapeutiques du médecin pour chaque patient. | Population pédiatrique | En cas de procédure chirurgicale ou de traitement d’un épisode de saignement, la dose pour les adolescents doit être calculée selon la formule indiquée ci‑dessus pour les adultes, tandis que la dose pour les enfants âgés de moins de 12 ans doit être calculée comme suit : | Dose (mg/kg de poids corporel) = [Concentration cible (g/L) - concentration mesurée (g/L)] | 0,014 (g/L par mg/kg de poids corporel) | La posologie doit être adaptée en fonction de l’état clinique du patient et des résultats des tests de laboratoire. | Patients âgés | Les études cliniques menées avec FIBRYGA n'ont pas inclus de patients âgés de 65 ans et plus pour fournir des données probantes et concluantes permettant de savoir si ces patients répondent différemment au traitement par rapport à des patients plus jeunes. | 2. Traitement des saignements | Saignements chez des patients présentant une hypo- ou afibrinogènémie congénitale | Les épisodes de saignement doivent être traités en utilisant les formules ci-dessus adaptées aux adultes/adolescents ou aux enfants, respectivement de manière à atteindre la concentration plasmatique cible de 1 g/l recommandée en fibrinogène. Ce taux doit être maintenu jusqu'à ce qu'une hémostase durable soit obtenue. | Saignements chez des patients présentant un déficit acquis en fibrinogène | Adultes | Une dose de 1-2 g est généralement administrée initialement, suivie de perfusions autant que nécessaire. En cas d’hémorragie sévère, par exemple au cours d’une intervention chirurgicale majeure, de grandes quantités (4-8 g) de fibrinogène peuvent être nécessaires. | Population pédiatrique | La posologie doit être déterminée en fonction du poids corporel et des besoins cliniques mais se situe généralement entre 20 et 30 mg/kg. | Perfusion ou injection intraveineuse. | FIBRYGA doit être administré lentement par voie intraveineuse à la vitesse maximale recommandée de 5 ml/min chez les patients présentant une hypo- ou afibrinogènémie congénitale. La vitesse maximale recommandée est de 10 ml/min chez les patients présentant un déficit acquis en fibrinogène. | Pour des instructions concernant la reconstitution du médicament avant administration, voir la rubrique 6.6.",Oui,4701.00 dhs,1 flacon + 1 dispositif de transfert octajet et 1 filtre antiparticules,,,Commercialisé,,A,
,https://medicament.ma/medicament/finasteride-gt-5-mg-comprime-pellicule/,,,,,Inhibiteur de la 5-alpha-réductase,D11AX10,Finastéride,,,,ATLAS PHARM (https://medicament.ma/laboratoire/atlas-pharm/),5 MG,,,· Traitement des symptômes modérés à sévères de l'hypertrophie bénigne de la prostate (HBP). | · Réduction du risque de rétention aiguë d'urine (RAU) et de chirurgie chez les patients ayant des symptômes modérés à sévères de l'HBP.,,,,Médicament,,,,177.60 dhs,,,,111.00 dhs,Boîte de 30,,,Commercialisé,,A,
,https://medicament.ma/medicament/fitofer-b9-comprime/,,,,,,,Fer | B6,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Complément alimentaire,,,79.80 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/fitofer-b9-sirop/,,,,,,,Fer en capsule plus des vitamines et des extraits végétaux,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Complément alimentaire,,,89 dhs,,,,,,Flacon de 200 ML,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/fitolat-comprime/,,,,,,,,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Complément alimentaire,,,79.90 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/fitopolis-solution-buvable/,,,,,,,Propolis | Echinacée | Thym | vitamine C,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Complément alimentaire,,,79.50 dhs,,,,,,Flacon de 150 ML,,,Commercialisé,,,
,https://medicament.ma/medicament/fitopolis-comprime-a-sucer/,,,,,,,Propolis | Échinacée | Eucalyptus | Vitamine C,,,,MEDIPRO PHARMA (https://medicament.ma/laboratoire/medipro-pharma/),,,,Maux dee gorge - Enrouement,,,,,,,35.00 dhs,,,,,,Boite de 8,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/fitopolis-solution-buvable-enfants/,,,,,,,Propolis | Echinacée | Mauve | Vitamine C,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Complément alimentaire,,,79.50 dhs,,,,,,Flacon de 150 ML,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/fixamag-gelule/,,,,,Oligoéléments et vitamines,,Magnésium | Pyridoxine,,,,LABOZAMAN SARL (https://medicament.ma/laboratoire/labozaman-sarl/),,,,,,,,Complément alimentaire,,,99.00 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/flagyl-250-mg-comprime/,,,,,Antibiotiques antibactériens de la famille des nitro-5-imidazolés,P01AB01,Métronidazole,,,,MAPHAR (https://medicament.ma/laboratoire/maphar/),250 MG,,,"Elles procèdent de l'activité antiparasitaire et antibactérienne du métronidazole et de ses caractéristiques pharmacocinétiques. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l'éventail des produits anti-infectieux actuellement disponibles. | Elles sont limitées aux infections dues aux germes définis comme sensibles: | - amibiases, | - trichomonases urogénitales, | - vaginites non spécifiques, | - lambliases, | - traitement curatif des infections médico-chirurgicales à germes anaérobies sensibles, | - relais des traitements curatifs par voie injectable des infections à germes anaérobies sensibles. | Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.",,,,Médicament,,,,23.40 dhs,,,Oui,14.60 dhs,Boîte de 20,,,Commercialisé,,A,
,https://medicament.ma/medicament/flagyl-4-sirop/,,,,,"Antibiotique, nitroimidazole",P01AB01,Métronidazole,,,,MAPHAR (https://medicament.ma/laboratoire/maphar/),4 %,,,"Elles procèdent de l'activité antiparasitaire et antibactérienne du métronidazole et de ses caractéristiques pharmacocinétiques. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l'éventail des produits anti-infectieux actuellement disponibles. | Elles sont limitées aux infections dues aux germes définis comme sensibles: | - amibiases, | - trichomonases urogénitales, | - vaginites non spécifiques, | - lambliases, | - traitement curatif des infections médico-chirurgicales à germes anaérobies sensibles, | - relais des traitements curatifs par voie injectable des infections à germes anaérobies sensibles. | Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.",,,,Médicament,,,,32.90 dhs,,,Oui,20.50 dhs,Flacon de 120 ml,,,Commercialisé,,A,
,https://medicament.ma/medicament/flagyl-500-mg-comprime/,,,,,"Antibiotique, nitroimidazole",P01AB01,Métronidazole,,,,MAPHAR (https://medicament.ma/laboratoire/maphar/),500 MG,,,"Elles procèdent de l'activité antiparasitaire et antibactérienne du métronidazole et de ses caractéristiques pharmacocinétiques. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l'éventail des produits anti-infectieux actuellement disponibles. | Elles sont limitées aux infections dues aux germes définis comme sensibles: | - amibiases, | - trichomonases urogénitales, | - vaginites non spécifiques, | - lambliases, | - traitement curatif des infections médico-chirurgicales à germes anaérobies sensibles, | - relais des traitements curatifs par voie injectable des infections à germes anaérobies sensibles. | Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.",,,,Médicament,,,,46.50 dhs,,,Oui,29.10 dhs,Boîte de 20,,,Commercialisé,,A,
,https://medicament.ma/medicament/flagyl-500-mg-ovule/,,,,,"Antibiotique, nitroimidazole",G01AF01,Métronidazole,,,,MAPHAR (https://medicament.ma/laboratoire/maphar/),500 MG,,,Traitement local des vaginites à Trichomonas et des vaginites non spécifiques. | Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.,,,,Médicament,,,,33.90 dhs,,,Oui,21.20 dhs,Boîte de 10,,,Commercialisé,,A,
,https://medicament.ma/medicament/flamix-15-mg-comprime/,,,,,Anti-inflammatoire non stéroïdien,M01AC06,Méloxicam,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),15 MG,,,"· Traitement symptomatique de courte durée des poussées aiguës d'arthrose, | · Traitement symptomatique au long cours de la polyarthrite rhumatoïde et de la spondylarthrite ankylosante. | · Mobic comprimé sécable est indiqué chez l’adulte et l’enfant âgé de 16 ans et plus.",,,,Médicament,,,,50.80 dhs,,,,31.80 dhs,Boite de 14,,,Commercialisé,,A,
,https://medicament.ma/medicament/flamix-75-mg-comprime/,,,,,Anti-inflammatoire non stéroïdien,M01AC06,Méloxicam,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),7.5 MG,,,Le méloxicam est utilisé pour réduire l’inflammation et la douleur dans les articulations et les muscles. | Il est indiqué chez l’adulte et l’enfant âgé de 16 ans et plus. | MELOXICAM est utilisé dans les cas suivants : | - traitement de courte durée des douleurs aiguës d'arthrose ; | - traitement de longue durée : de la polyarthrite rhumatoïde et de la spondylarthrite ankylosante.,,,,Médicament,,,,33.80 dhs,,,,21.10 dhs,Boite de 14,,,Commercialisé,,A,
,https://medicament.ma/medicament/flammazine-001-creme/,,,,,"Antibactérien, sulfamide local",D06BA01,Sulfadiazine argentique,,,,POLYMEDIC (https://medicament.ma/laboratoire/polymedic/),,,,FLAMMAZINE est indiqué chez les adultes et les enfants de plus de 2 mois pour la prévention et le traitement des infections dans le cadre de la prise en charge des brûlures à partir du 2nd degré. | Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.,,,,Médicament,,,,66.80 dhs,,,,41.60 dhs,Boîte de 1 tube de 50 g,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/flatulax-gelule/,,,,,,,Charbon végétal activé | Fenouil,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,Confort digestif,,,,Complément alimentaire,,,69.00 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/flecainide-synthemedic-100-mg-comprime-secable/,,,,,Antiarythmique classe Ic,C01BC04,Flécaïnide,,,,SYNTHEMEDIC (https://medicament.ma/laboratoire/synthemedic/),100 MG,,,"Flécaïnide indiqué dans les cas suivants : | Arythmies supraventriculaires | Maintien du rythme sinusal après conversion d'une poussée aiguë de fibrillation auriculaire paroxystique (symptomatique) ; | Arythmies supraventriculaires symptomatiques résistant aux thérapies usuelles : tachycardies réciproques du nœud auriculo-ventriculaire ; syndrome de Wolff-Parkinson-White et syndromes de pré-excitation semblables résultant de voies de conduction accessoires avec une conduction antérograde et rétrograde. | Arythmies ventriculaires | Tachycardies ventriculaires symptomatiques, invalidantes et menaçant le pronostic vital ; | Extrasystoles résistant aux autres antiarythmiques. | Solution injectable | Une injection de Flécaïnide est indiquée lorsqu'un contrôle rapide ou une prophylaxie à court terme des arythmies suivantes sont primordiaux du point de vue clinique : | Arythmies supraventriculaires | Poussées aiguës de fibrillation auriculaire paroxystique. | Tachycardies réciproques du nœud auriculo-ventriculaire ; syndrome de Wolff-Parkinson-White et syndromes de pré-excitation semblables résultant de voies de conduction accessoires avec une conduction d'excitation antérograde et rétrograde. | Arythmies ventriculaires | Tachycardies ventriculaires, extrasystoles ventriculaires.",,,,Médicament,,,,70.50 dhs,,,,44.00 dhs,Boite de 30,,,Commercialisé,,A,
,https://medicament.ma/medicament/flex-tonic-comprime/,,,,,,,Vitamine C | Collagéne,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Complément alimentaire,,,183.00 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/flexen-100-mg-suppositoire/,,,,,Anti-inflammatoire non stéroïdien,M01AE03,Kétoprofène,,,,PHARMA5 (https://medicament.ma/laboratoire/pharma5/),100 MG,,,"Ce médicament est utilisé pour soulager les symptômes : | En traitement long : | - dans les rhumatismes inflammatoires chroniques (inflammations des articulations), | - dans certaines arthroses douloureuses et invalidantes (usure du cartilage entraînant des douleurs dans les articulations et gênant les mouvements) ; | En traitement court dans les crises douloureuses qui touchent : | - les structures du pourtour des articulations (tendinite, bursite, périarthrites), | - les articulations (en cas d’arthrites microcristallines ou d’arthroses), | - le bas du dos (lombalgies), | - en cas d’inflammation d’un nerf (par exemple en cas de sciatique), | - dans certains cas, après un traumatisme.",,,,Médicament,,,,29.70 dhs,,,,18.60 dhs,Boîte de 10,,,Commercialisé,,A,
,https://medicament.ma/medicament/flexilium-plus-gelule/,,,,,Complément alimentaire : Articulaire / musculo-squelettique,,"Extrait standardisé d'harpagophytum, cartilage de requin, agent antiagglomérant : stéarate de magnésium, gélules d'origine bovine halal.",,,,APIA LABORATOIRE (https://medicament.ma/laboratoire/apia/),,,,Arthrose et douleurs articulaires chroniques. | Douleurs dorsales ou lombaires. | Raideurs articulaires. | Prévention du vieillissement articulaire.,,,,Complément alimentaire,,,128.00 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/flexivita-pro-gelule/,,,,,Complément allimentaire,,Glucosamine sulfate | Chondroïtine sulfate | Méthylsulfonylméthane (MSM) | Extrait sec de bambou | Extrait sec de curcuma | Extrait sec de poivre noir | Citrate de zinc  | Gluconate de manganèse,,,,IBERMA (https://medicament.ma/laboratoire/iberma/),,,,"Grâce à sa richesse en zinc et manganèse, FlexiVita Pro contribue à la : | • Formation normale des tissus conjonctifs, et au | • Maintien d'une ossature normale",,,,Complément alimentaire,,,149.00 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/flexivita-pro-gelule-2/,,,,,Complément alimentaire,,Glucosamine sulfate | Chondroïtine sulfate | Méthylsulfonylméthane (MSM) | Extrait sec de bambou | Extrait sec de curcuma | Extrait sec de poivre noir | Citrate de zinc  | Gluconate de manganèse,,,,IBERMA (https://medicament.ma/laboratoire/iberma/),,,,"Grâce à sa richesse en zinc et manganèse, FlexiVita Pro contribue à la : | • Formation normale des tissus conjonctifs, et au | • Maintien d'une ossature normale",,,,,,,280.00 dhs,,,,,,Boite de 60,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/flexofytol-articulation-capsule/,,,,,,,,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Complément alimentaire,,,210.00 dhs,,,,,,Boite de 60 capsules,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/flixonase-suspension-pour-instillation-nasale-50-mcg/,,,,,"Rhinologie, glucocorticoïde",R01AD08,Fluticasone,,,,GLAXO SMITHKLINE (https://medicament.ma/laboratoire/gsk-maroc/),50 µg,,,"C’est un traitement anti-inflammatoire qui s’administre par voie nasale. Il est indiqué : | · chez l’adulte et l’enfant de plus de 12 ans, pour traiter les rhinites allergiques, | · chez l’enfant de 4 à 12 ans, pour traiter uniquement la rhinite allergique saisonnière (rhume des foins), | · chez l’adulte, pour soulager les symptômes liés à la présence de polypes (tumeurs sans gravité se développant sur les muqueuses) dans le nez. | Source : base-donnees-publique.medicaments.gouv.fr - 22 octobre 2025",,,,Médicament,,,,64.70 dhs,,,Oui,40.40 dhs,Flacon de 60 doses,,,Commercialisé,,A,
,https://medicament.ma/medicament/flixonase-50-mcg-suspension-pour-instillation-nasale/,,,,,"Rhinologie, glucocorticoïde",R01AD08,Fluticasone,,,,GLAXO SMITHKLINE (https://medicament.ma/laboratoire/gsk-maroc/),50 µg,,,"C’est un traitement anti-inflammatoire qui s’administre par voie nasale. Il est indiqué : | · chez l’adulte et l’enfant de plus de 12 ans, pour traiter les rhinites allergiques, | · chez l’enfant de 4 à 12 ans, pour traiter uniquement la rhinite allergique saisonnière (rhume des foins), | · chez l’adulte, pour soulager les symptômes liés à la présence de polypes (tumeurs sans gravité se développant sur les muqueuses) dans le nez. | Source : base-donnees-publique.medicaments.gouv.fr - 22 octobre 2025",,,,Médicament,,,,115.50 dhs,,,Oui,72.20 dhs,Flacon de 120 doses,,,Commercialisé,,A,
,https://medicament.ma/medicament/flixotide-aerosol-suspension-pour-inhalation-en-flacon-pressurise-125-mcg-hfa-134a/,,,,,"Rhinologie, glucocorticoïde",R03BA05,Fluticasone,,,,GLAXO SMITHKLINE (https://medicament.ma/laboratoire/gsk-maroc/),125 µg,,,"Ce médicament est un corticoïde (dérivé de cortisone) qui s'administre uniquement par voie orale inhalée (en l’inspirant). | C'est un médicament anti-inflammatoire préconisé en prises régulières pour le traitement continu de l'asthme. | Vous ne devez pas interrompre ce traitement sans avis médical, même en cas d'amélioration très nette des symptômes. | Attention: ce médicament n'est pas un bronchodilatateur. | Il ne permet pas le traitement de la crise d'asthme. | Il n'apporte pas de soulagement immédiat. Il est en particulier sans action sur la crise d'asthme déclarée. | Son efficacité ne se manifeste qu'au bout de quelques jours et dépend du respect rigoureux de la posologie (dose et nombre de prises) prescrite par votre médecin et adaptée à votre cas. | Source : base-donnees-publique.medicaments.gouv.fr - 22 octobre 2025",,,,Médicament,,,,125.00 dhs,,,Oui,78.10 dhs,Flacon de 60 doses,,,Commercialisé,,A,
,https://medicament.ma/medicament/flixotide-aerosol-suspension-pour-inhalation-en-flacon-pressurise-250-mcg-hfa-134a/,,,,,"Rhinologie, glucocorticoïde",R03BA05,Fluticasone,,,,GLAXO SMITHKLINE (https://medicament.ma/laboratoire/gsk-maroc/),250 µg,,,"Ce médicament est un corticoïde (dérivé de cortisone) qui s'administre uniquement par voie orale inhalée (en l’inspirant). | C'est un médicament anti-inflammatoire préconisé en prises régulières pour le traitement continu de l'asthme. | Vous ne devez pas interrompre ce traitement sans avis médical, même en cas d'amélioration très nette des symptômes. | Attention: ce médicament n'est pas un bronchodilatateur. | Il ne permet pas le traitement de la crise d'asthme. | Il n'apporte pas de soulagement immédiat. Il est en particulier sans action sur la crise d'asthme déclarée. | Son efficacité ne se manifeste qu'au bout de quelques jours et dépend du respect rigoureux de la posologie (dose et nombre de prises) prescrite par votre médecin et adaptée à votre cas. | Source : base-donnees-publique.medicaments.gouv.fr - 22 octobre 2025",,,,Médicament,,,,150.00 dhs,,,Oui,93.70 dhs,Flacon de 60 doses,,,Commercialisé,,A,
,https://medicament.ma/medicament/flocip-250-mg-comprime-pellicule/,,,,,"Antibiotique, quinolone (inhibiteur de l'ADN-gyrase)",J01MA02,Ciprofloxacine,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),250 MG,,,"La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques. | Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques. | Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué. | Adultes | •	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatif | o	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO) | o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasie | o	Pneumonie | •	Otite moyenne purulente chronique | •	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif | •	Infections urinaires | •	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues. | o	Urétrite et cervicite à gonocoques | o	Orchi-épididymite | o	Affections inflammatoires pelviennes (PID) | •	Infections du tube digestif (par ex. diarrhée de voyage) | •	Infections intra-abdominales | •	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif | •	Otite externe maligne | •	Infections osseuses et articulaires | •	Prévention d'infections invasives à Neisseria meningitidis | •	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement) | La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne. | Enfants et adolescents | •	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique. | •	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue. | Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire. | Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents. | Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée. | Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine. | Charbon (adultes et enfants) | Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée.",,,,Médicament,,,,45.80 dhs,,,,28.60 dhs,Boîte de 10,,,Commercialisé,,A,
